sno,eno,belief_A,belief_B,belief_Q,cg_A,cg_B,order,question,answer,context_type,cid,annotator
64,64.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
137,64.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
137,64.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,mid,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
210,64.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
210,64.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's is the sandwich place?,No,end,4245,Magda
1,65.0,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's is the sandwich place?,No,end,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
33,65.0,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's is the sandwich place?,No,mid,4245,Magda
65,65.0,CT+,CT+,CT-,JA,IN,1,Does A believe it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
65,65.0,CT+,CT+,CT+,JA,IN,1,Does A believe it is certainly true that Blimpie's is the sandwich place?,Yes,end,4245,Magda
65,65.0,CT+,CT+,PS,JA,IN,1,Does A believe it is possibly true that Blimpie's is the sandwich place?,Yes,end,4245,Magda
65,65.0,CT+,CT+,CT-,JA,IN,1,Does B believe it is certainly not true that Blimpie's is the sandwich place?,No,end,4245,Magda
