CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.9,A,think,true,they think of O B gyn
4248,Magda,B: oh my god.,211,oh my god.,211.1,B,oh,true,oh my god.
4248,Magda,B: you know [distorted],212,you know,212.1,B,know,true,you know
4248,Magda,B: yeah,213,yeah, , , , , 
4248,Magda,B: Well I’ve heard the cord accident stories,214,Well I’ve heard the cord accident stories,214.1,B,heard,true,Well I’ve heard the cord accident stories
4248,Magda,B: Well I’ve heard the cord accident stories,214,Well I’ve heard the cord accident stories,214.2,B,stories,true,the cord accident stories
4248,Magda,B: which had me like totally and completely freaked out.,215,which had me like totally and completely freaked out.,215.1,B,freaked,true,me like totally and completely freaked out
4248,Magda,B: a- are you still there?,216,are you still there?,216.1,B,are,true,are you still there?
4248,Magda,A: yeah ((I’m still here)) [distortion],217,yeah I’m still here,217.1,A,here,true,I’m still here
4248,Magda,B: oh so I had so I talked to my doctor about it and apparently it’s very rare [[said laughing]] so don’t ask me why I’ve heard so many stories about it but {sniff},218,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,218.1,B,had,true,oh so I had
4248,Magda,B: oh so I had so I talked to my doctor about it and apparently it’s very rare [[said laughing]] so don’t ask me why I’ve heard so many stories about it but {sniff},218,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,218.2,B,talked,true,oh so I had so I talked to my doctor about it
4248,Magda,B: oh so I had so I talked to my doctor about it and apparently it’s very rare [[said laughing]] so don’t ask me why I’ve heard so many stories about it but {sniff},218,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,218.3,B,stories,true,so many stories about it
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,219.1,B,pregnant,true,she was eight and a half months pregnant
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,219.2,B,accident,true,a cord accident
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,219.3,B,died,true,she died.
4248,Magda,A: Like most people they just have babies it all works out.,220,Like most people they just have babies it all works out.,220.1,A,have,true,Like most people they just have babies it all works out.
4248,Magda,A: Like most people they just have babies it all works out.,220,Like most people they just have babies it all works out.,220.2,A,works,true,it all works out
4248,Magda,B: yeah. I know. I know so I’m not so freaked out anymore.,221,yeah. I know. I know so I’m not so freaked out anymore.,221.1,B,know,true,I know.
4248,Magda,B: yeah. I know. I know so I’m not so freaked out anymore.,221,yeah. I know. I know so I’m not so freaked out anymore.,221.2,B,freaked,unknown,so freaked out anymore
4248,Magda,A: Good.,222,Good., , , , , 
4248,Magda,B: {lipsmack} That was like I was talking to &Erica on the phone and %uh,223,That was like I was talking to Erica on the phone and,223.1,B,talking,true,like I was talking to Erica on the phone
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224.1,B,told,true,what she told me she’s like
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224.2,B,saying,unknown,to say that it was okay
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224.3,B,’s,unknown,that’s what she told me she’s like
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224.4,B_she,saying,true,to say that it was okay
