CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4248,Magda,B: oh so I had so I talked to my doctor about it and apparently it’s very rare [[said laughing]] so don’t ask me why I’ve heard so many stories about it but {sniff},218,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,oh so I had so I talked to my doctor about it and apparently it’s very rare so don’t ask me why I’ve heard so many stories about it but,218.3,B,stories,true,so many stories about it
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,oh yeah and then there was this friend I had this friend I had was eight and a half months pregnant and you know baby had a cord accident and baby died.,219.1,B,pregnant,true,was eight and a half months pregnant
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,oh yeah and then there was this friend I had this friend I had was eight and a half months pregnant and you know baby had a cord accident and baby died.,219.2,B,accident,true,a cord accident
4248,Magda,B: oh yeah and then there was this friend I had she was eight and a half months pregnant and you know {breath} baby had a cord accident and she died. [[said laughing]],219,oh yeah and then there was this friend I had she was eight and a half months pregnant and you know baby had a cord accident and she died.,oh yeah and then there was this friend I had this friend I had was eight and a half months pregnant and you know baby had a cord accident and baby died.,219.3,B,died,true,a cord accident and baby died
4248,Magda,A: Like most people they just have babies it all works out.,220,Like most people they just have babies it all works out.,Like most people most people just have babies it all works out.,220.1,A,have,true,Like most people most people just have babies it all works out.
4248,Magda,A: Like most people they just have babies it all works out.,220,Like most people they just have babies it all works out.,Like most people most people just have babies it all works out.,220.2,A,works,true,it all works out
4248,Magda,B: yeah. I know. I know so I’m not so freaked out anymore.,221,yeah. I know. I know so I’m not so freaked out anymore.,yeah. I know. I know so I’m not so freaked out anymore.,221.1,B,know,true,B know.
4248,Magda,B: yeah. I know. I know so I’m not so freaked out anymore.,221,yeah. I know. I know so I’m not so freaked out anymore.,yeah. I know. I know so I’m not so freaked out anymore.,221.2,B,freaked,unknown,so freaked out anymore
4248,Magda,A: Good.,222,Good.,Good., , , , , 
4248,Magda,B: {lipsmack} That was like I was talking to &Erica on the phone and %uh,223,That was like I was talking to Erica on the phone and,That was like I was talking to Erica on the phone and,223.1,B,talking,true,like B was talking to Erica on the phone
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,that’s what Erica told me Erica’s like but to say that it was okay Erica was like saying that well you know but this friend Erica had is pregnant again and you know will have this friend Erica had's baby again soon so it was like no big deal.,224.1,B,told,true,what Erica told me Erica’s like
4248,Magda,B: that’s what she told me she’s like but d- to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,224,that’s what she told me she’s like but to say that it was okay she was like saying that well you know but this woman is pregnant again and you know will have her baby again soon so it was like no big deal.,that’s what Erica told me Erica’s like but to say that it was okay Erica was like saying that well you know but this friend Erica had is pregnant again and you know will have this friend Erica had's baby again soon so it was like no big deal.,224.2,B,say,unknown,to say that it was okay
